Entity,Code,Day,Biweekly cases per million people
Armenia,ARM,2020-08-08,1074.415
Armenia,ARM,2020-08-09,1042.071
Armenia,ARM,2020-08-10,1025.225
Armenia,ARM,2020-08-11,998.609
Armenia,ARM,2020-08-12,962.56
Armenia,ARM,2020-08-13,952.452
Armenia,ARM,2020-08-14,926.173
Armenia,ARM,2020-08-15,894.166
Armenia,ARM,2020-08-16,880.353
Armenia,ARM,2020-08-17,875.636
Armenia,ARM,2020-08-18,858.454
Armenia,ARM,2020-08-19,832.174
Armenia,ARM,2020-08-20,842.282
Armenia,ARM,2020-08-21,839.586
Armenia,ARM,2020-08-22,819.035
Armenia,ARM,2020-08-23,802.526
Armenia,ARM,2020-08-24,805.895
Armenia,ARM,2020-08-25,789.386
Armenia,ARM,2020-08-26,765.803
Armenia,ARM,2020-08-27,757.043
Armenia,ARM,2020-08-28,725.036
Armenia,ARM,2020-08-29,717.961
Armenia,ARM,2020-08-30,703.137
Armenia,ARM,2020-08-31,700.778
Armenia,ARM,2020-09-01,684.607
Armenia,ARM,2020-09-02,680.227
Armenia,ARM,2020-09-03,657.654
Armenia,ARM,2020-09-04,668.435
Armenia,ARM,2020-09-05,684.944
Armenia,ARM,2020-09-06,670.793
Armenia,ARM,2020-09-07,680.564
Armenia,ARM,2020-09-08,679.553
Armenia,ARM,2020-09-09,702.463
Armenia,ARM,2020-09-10,692.692
Armenia,ARM,2020-09-11,691.345
Armenia,ARM,2020-09-12,690.334
Armenia,ARM,2020-09-13,711.56
Armenia,ARM,2020-09-14,737.165
Armenia,ARM,2020-09-15,755.021
Armenia,ARM,2020-09-16,775.236
Armenia,ARM,2020-09-17,808.59
Armenia,ARM,2020-09-18,825.099
Armenia,ARM,2020-09-19,843.966
Armenia,ARM,2020-09-20,892.145
Armenia,ARM,2020-09-21,912.023
Armenia,ARM,2020-09-22,914.381
Armenia,ARM,2020-09-23,918.087
Armenia,ARM,2020-09-24,985.47
Armenia,ARM,2020-09-25,1057.906
Armenia,ARM,2020-09-26,1144.492
Armenia,ARM,2020-09-27,1191.997
Armenia,ARM,2020-09-28,1214.57
Armenia,ARM,2020-09-29,1274.204
Armenia,ARM,2020-09-30,1341.923
Armenia,ARM,2020-10-01,1407.958
Armenia,ARM,2020-10-02,1506.674
Armenia,ARM,2020-10-03,1607.41
Armenia,ARM,2020-10-04,1706.463
Armenia,ARM,2020-10-05,1726.678
Armenia,ARM,2020-10-06,1824.719
Armenia,ARM,2020-10-07,1980.373
Armenia,ARM,2020-10-08,2096.271
Armenia,ARM,2020-10-09,2171.065
Armenia,ARM,2020-10-10,2245.186
Armenia,ARM,2020-10-11,2375.571
Armenia,ARM,2020-10-12,2441.606
Armenia,ARM,2020-10-13,2582.436
Armenia,ARM,2020-10-14,2784.583
Armenia,ARM,2020-10-15,3081.067
Armenia,ARM,2020-10-16,3395.406
Armenia,ARM,2020-10-17,3731.308
Armenia,ARM,2020-10-18,4109.661
Armenia,ARM,2020-10-19,4306.755
Armenia,ARM,2020-10-20,4585.719
Armenia,ARM,2020-10-21,4977.885
Armenia,ARM,2020-10-22,5512.902
Armenia,ARM,2020-10-23,6139.56
Armenia,ARM,2020-10-24,6666.491
Armenia,ARM,2020-10-25,7205.215
Armenia,ARM,2020-10-26,7408.373
Armenia,ARM,2020-10-27,7696.434
Armenia,ARM,2020-10-28,8095.001
Armenia,ARM,2020-10-29,8435.957
Armenia,ARM,2020-10-30,8750.296
Armenia,ARM,2020-10-31,9033.64
Armenia,ARM,2020-11-01,9285.314
Armenia,ARM,2020-11-02,9429.512
Armenia,ARM,2020-11-03,9461.182
Armenia,ARM,2020-11-04,9642.441
Armenia,ARM,2020-11-05,9678.491
Armenia,ARM,2020-11-06,9589.546
Armenia,ARM,2020-11-07,9678.154
Armenia,ARM,2020-11-08,9631.323
Armenia,ARM,2020-11-09,9654.57
Armenia,ARM,2020-11-10,9526.88
Armenia,ARM,2020-11-11,9398.853
Armenia,ARM,2020-11-12,9314.288
Armenia,ARM,2020-11-13,9080.134
Armenia,ARM,2020-11-14,8773.88
Armenia,ARM,2020-11-15,8450.781
Armenia,ARM,2020-11-16,8233.472
Armenia,ARM,2020-11-17,8117.574
Armenia,ARM,2020-11-18,7853.098
Armenia,ARM,2020-11-19,7552.235
Armenia,ARM,2020-11-20,7369.291
Armenia,ARM,2020-11-21,6937.032
Armenia,ARM,2020-11-22,6670.871
Armenia,ARM,2020-11-23,6483.211
Armenia,ARM,2020-11-24,6345.751
Armenia,ARM,2020-11-25,6245.351
Armenia,ARM,2020-11-26,6128.442
Armenia,ARM,2020-11-27,6051.963
Armenia,ARM,2020-11-28,5976.494
Armenia,ARM,2020-11-29,5872.725
Armenia,ARM,2020-11-30,5807.701
Armenia,ARM,2020-12-01,5760.196
Armenia,ARM,2020-12-02,5650.7
Armenia,ARM,2020-12-03,5568.83
Armenia,ARM,2020-12-04,5406.101
Armenia,ARM,2020-12-05,5431.033
Armenia,ARM,2020-12-06,5293.909
Armenia,ARM,2020-12-07,5267.63
Armenia,ARM,2020-12-08,5190.477
Armenia,ARM,2020-12-09,5047.289
Armenia,ARM,2020-12-10,4841.435
Armenia,ARM,2020-12-11,4707.007
Armenia,ARM,2020-12-12,4621.768
Armenia,ARM,2020-12-13,4567.525
Armenia,ARM,2020-12-14,4567.862
Armenia,ARM,2020-12-15,4431.413
Armenia,ARM,2020-12-16,4375.485
Armenia,ARM,2020-12-17,4340.783
Armenia,ARM,2020-12-18,4231.96
Armenia,ARM,2020-12-19,4115.052
Armenia,ARM,2020-12-20,4005.218
Armenia,ARM,2020-12-21,3948.954
Armenia,ARM,2020-12-22,3933.119
Armenia,ARM,2020-12-23,3832.045
Armenia,ARM,2020-12-24,3673.022
Armenia,ARM,2020-12-25,3519.39
Armenia,ARM,2020-12-26,3381.593
Armenia,ARM,2020-12-27,3203.703
Armenia,ARM,2020-12-28,3121.833
Armenia,ARM,2020-12-29,3091.511
Armenia,ARM,2020-12-30,2917.664
Armenia,ARM,2020-12-31,2701.029
Armenia,ARM,2021-01-01,2521.792
Armenia,ARM,2021-01-02,2232.047
Armenia,ARM,2021-01-03,2089.533
Armenia,ARM,2021-01-04,2073.698
Armenia,ARM,2021-01-05,2001.935
Armenia,ARM,2021-01-06,1823.708
Armenia,ARM,2021-01-07,1654.915
Armenia,ARM,2021-01-08,1567.318
Armenia,ARM,2021-01-09,1497.577
Armenia,ARM,2021-01-10,1447.714
Armenia,ARM,2021-01-11,1462.201
Armenia,ARM,2021-01-12,1464.559
Armenia,ARM,2021-01-13,1431.879
Armenia,ARM,2021-01-14,1403.915
Armenia,ARM,2021-01-15,1426.488
Armenia,ARM,2021-01-16,1494.882
Armenia,ARM,2021-01-17,1535.985
Armenia,ARM,2021-01-18,1501.283
Armenia,ARM,2021-01-19,1471.635
Armenia,ARM,2021-01-20,1471.635
Armenia,ARM,2021-01-21,1507.347
Armenia,ARM,2021-01-22,1447.377
Armenia,ARM,2021-01-23,1386.396
Armenia,ARM,2021-01-24,1315.644
Armenia,ARM,2021-01-25,1282.29
Armenia,ARM,2021-01-26,1209.18
Armenia,ARM,2021-01-27,1111.475
Armenia,ARM,2021-01-28,1042.071
Armenia,ARM,2021-01-29,928.531
Armenia,ARM,2021-01-30,898.209
Armenia,ARM,2021-01-31,822.067
Armenia,ARM,2021-02-01,812.633
Armenia,ARM,2021-02-02,781.301
Armenia,ARM,2021-02-03,741.208
Armenia,ARM,2021-02-04,687.302
Armenia,ARM,2021-02-05,678.879
Armenia,ARM,2021-02-06,683.259
Armenia,ARM,2021-02-07,691.345
Armenia,ARM,2021-02-08,701.789
Armenia,ARM,2021-02-09,696.735
Armenia,ARM,2021-02-10,697.072
Armenia,ARM,2021-02-11,676.184
Armenia,ARM,2021-02-12,708.19
Armenia,ARM,2021-02-13,714.592
Armenia,ARM,2021-02-14,721.33
Armenia,ARM,2021-02-15,730.09
Armenia,ARM,2021-02-16,727.731
Armenia,ARM,2021-02-17,733.122
Armenia,ARM,2021-02-18,758.727
Armenia,ARM,2021-02-19,769.846
Armenia,ARM,2021-02-20,773.888
Armenia,ARM,2021-02-21,779.616
Armenia,ARM,2021-02-22,784.67
Armenia,ARM,2021-02-23,799.157
Armenia,ARM,2021-02-24,825.099
Armenia,ARM,2021-02-25,859.464
Armenia,ARM,2021-02-26,902.926
Armenia,ARM,2021-02-27,933.585
Armenia,ARM,2021-02-28,974.015
Armenia,ARM,2021-03-01,997.598
Armenia,ARM,2021-03-02,1032.637
Armenia,ARM,2021-03-03,1084.522
Armenia,ARM,2021-03-04,1174.815
Armenia,ARM,2021-03-05,1259.38
Armenia,ARM,2021-03-06,1355.4
Armenia,ARM,2021-03-07,1440.976
Armenia,ARM,2021-03-08,1519.476
Armenia,ARM,2021-03-09,1524.867
Armenia,ARM,2021-03-10,1547.44
Armenia,ARM,2021-03-11,1704.441
Armenia,ARM,2021-03-12,1884.69
Armenia,ARM,2021-03-13,2057.189
Armenia,ARM,2021-03-14,2131.647
Armenia,ARM,2021-03-15,2185.216
Armenia,ARM,2021-03-16,2301.451
Armenia,ARM,2021-03-17,2467.885
Armenia,ARM,2021-03-18,2647.46
Armenia,ARM,2021-03-19,2798.734
Armenia,ARM,2021-03-20,2988.416
Armenia,ARM,2021-03-21,3043.669
Armenia,ARM,2021-03-22,3100.608
Armenia,ARM,2021-03-23,3309.156
Armenia,ARM,2021-03-24,3586.773
Armenia,ARM,2021-03-25,3758.261
Armenia,ARM,2021-03-26,3821.264
Armenia,ARM,2021-03-27,3922.001
Armenia,ARM,2021-03-28,4020.042
Armenia,ARM,2021-03-29,4056.092
Armenia,ARM,2021-03-30,4111.683
Armenia,ARM,2021-03-31,4210.735
Armenia,ARM,2021-04-01,4235.329
Armenia,ARM,2021-04-02,4311.135
Armenia,ARM,2021-04-03,4351.901
Armenia,ARM,2021-04-04,4353.249
Armenia,ARM,2021-04-05,4344.152
Armenia,ARM,2021-04-06,4330.339
Armenia,ARM,2021-04-07,4283.508
Armenia,ARM,2021-04-08,4274.748
Armenia,ARM,2021-04-09,4282.834
Armenia,ARM,2021-04-10,4254.197
Armenia,ARM,2021-04-11,4211.409
Armenia,ARM,2021-04-12,4240.383
Armenia,ARM,2021-04-13,4232.297
Armenia,ARM,2021-04-14,4207.703
Armenia,ARM,2021-04-15,4179.739
Armenia,ARM,2021-04-16,4127.517
Armenia,ARM,2021-04-17,4019.032
Armenia,ARM,2021-04-18,4004.544
Armenia,ARM,2021-04-19,3943.563
Armenia,ARM,2021-04-20,3912.23
Armenia,ARM,2021-04-21,3914.926
Armenia,ARM,2021-04-22,3797.006
Armenia,ARM,2021-04-23,3691.215
Armenia,ARM,2021-04-24,3608.672
Armenia,ARM,2021-04-25,3527.813
Armenia,ARM,2021-04-26,3416.969
Armenia,ARM,2021-04-27,3372.833
Armenia,ARM,2021-04-28,3282.877
Armenia,ARM,2021-04-29,3162.263
Armenia,ARM,2021-04-30,3019.075
Armenia,ARM,2021-05-01,2905.198
Armenia,ARM,2021-05-02,2810.863
Armenia,ARM,2021-05-03,2759.315
Armenia,ARM,2021-05-04,2669.022
Armenia,ARM,2021-05-05,2487.09
Armenia,ARM,2021-05-06,2333.457
Armenia,ARM,2021-05-07,2212.506
Armenia,ARM,2021-05-08,2093.575
Armenia,ARM,2021-05-09,2015.412
Armenia,ARM,2021-05-10,1982.394
Armenia,ARM,2021-05-11,1863.801
Armenia,ARM,2021-05-12,1710.843
Armenia,ARM,2021-05-13,1579.784
Armenia,ARM,2021-05-14,1476.688
Armenia,ARM,2021-05-15,1392.46
Armenia,ARM,2021-05-16,1346.64
Armenia,ARM,2021-05-17,1320.361
Armenia,ARM,2021-05-18,1257.358
Armenia,ARM,2021-05-19,1168.413
Armenia,ARM,2021-05-20,1089.576
Armenia,ARM,2021-05-21,1016.803
Armenia,ARM,2021-05-22,939.313
Armenia,ARM,2021-05-23,902.252
Armenia,ARM,2021-05-24,885.743
Armenia,ARM,2021-05-25,856.769
Armenia,ARM,2021-05-26,781.301
Armenia,ARM,2021-05-27,738.513
Armenia,ARM,2021-05-28,696.062
Armenia,ARM,2021-05-29,615.203
Armenia,ARM,2021-05-30,598.357
Armenia,ARM,2021-05-31,587.239
Armenia,ARM,2021-06-01,552.2
Armenia,ARM,2021-06-02,506.043
Armenia,ARM,2021-06-03,478.079
Armenia,ARM,2021-06-04,455.169
Armenia,ARM,2021-06-05,425.521
Armenia,ARM,2021-06-06,415.076
Armenia,ARM,2021-06-07,414.403
Armenia,ARM,2021-06-08,386.102
Armenia,ARM,2021-06-09,375.658
Armenia,ARM,2021-06-10,354.095
Armenia,ARM,2021-06-11,351.063
Armenia,ARM,2021-06-12,366.561
Armenia,ARM,2021-06-13,352.411
Armenia,ARM,2021-06-14,354.769
Armenia,ARM,2021-06-15,346.009
Armenia,ARM,2021-06-16,348.368
Armenia,ARM,2021-06-17,344.325
Armenia,ARM,2021-06-18,349.042
Armenia,ARM,2021-06-19,344.999
Armenia,ARM,2021-06-20,352.748
Armenia,ARM,2021-06-21,350.726
Armenia,ARM,2021-06-22,352.074
Armenia,ARM,2021-06-23,352.411
Armenia,ARM,2021-06-24,361.507
Armenia,ARM,2021-06-25,363.866
Armenia,ARM,2021-06-26,365.55
Armenia,ARM,2021-06-27,375.658
Armenia,ARM,2021-06-28,380.038
Armenia,ARM,2021-06-29,391.493
Armenia,ARM,2021-06-30,401.263
Armenia,ARM,2021-07-01,411.37
Armenia,ARM,2021-07-02,422.152
Armenia,ARM,2021-07-03,436.976
Armenia,ARM,2021-07-04,446.746
Armenia,ARM,2021-07-05,455.843
Armenia,ARM,2021-07-06,448.431
Armenia,ARM,2021-07-07,461.907
Armenia,ARM,2021-07-08,489.871
Armenia,ARM,2021-07-09,505.369
Armenia,ARM,2021-07-10,524.573
Armenia,ARM,2021-07-11,536.028
Armenia,ARM,2021-07-12,541.756
Armenia,ARM,2021-07-13,549.168
Armenia,ARM,2021-07-14,559.612
Armenia,ARM,2021-07-15,582.185
Armenia,ARM,2021-07-16,597.009
Armenia,ARM,2021-07-17,617.898
Armenia,ARM,2021-07-18,632.385
Armenia,ARM,2021-07-19,645.525
Armenia,ARM,2021-07-20,692.356
Armenia,ARM,2021-07-21,719.309
Armenia,ARM,2021-07-22,732.448
Armenia,ARM,2021-07-23,757.043
Armenia,ARM,2021-07-24,790.734
Armenia,ARM,2021-07-25,811.96
Armenia,ARM,2021-07-26,825.773
Armenia,ARM,2021-07-27,839.923
Armenia,ARM,2021-07-28,880.69
Armenia,ARM,2021-07-29,894.166
Armenia,ARM,2021-07-30,928.531
Armenia,ARM,2021-07-31,947.398
Armenia,ARM,2021-08-01,980.079
Armenia,ARM,2021-08-02,995.24
Armenia,ARM,2021-08-03,1009.727
Armenia,ARM,2021-08-04,1029.942
Armenia,ARM,2021-08-05,1064.981
Armenia,ARM,2021-08-06,1092.608
Armenia,ARM,2021-08-07,1108.78
Armenia,ARM,2021-08-08,1131.69
Armenia,ARM,2021-08-09,1141.123
Armenia,ARM,2021-08-10,1185.933
Armenia,ARM,2021-08-11,1223.33
Armenia,ARM,2021-08-12,1279.257
Armenia,ARM,2021-08-13,1324.067
Armenia,ARM,2021-08-14,1387.07
Armenia,ARM,2021-08-15,1421.435
Armenia,ARM,2021-08-16,1461.527
Armenia,ARM,2021-08-17,1501.957
Armenia,ARM,2021-08-18,1577.425
Armenia,ARM,2021-08-19,1654.915
Armenia,ARM,2021-08-20,1723.982
Armenia,ARM,2021-08-21,1794.397
Armenia,ARM,2021-08-22,1845.271
Armenia,ARM,2021-08-23,1882.668
Armenia,ARM,2021-08-24,1958.137
Armenia,ARM,2021-08-25,2040.006
Armenia,ARM,2021-08-26,2135.69
Armenia,ARM,2021-08-27,2177.804
Armenia,ARM,2021-08-28,2266.075
Armenia,ARM,2021-08-29,2283.594
Armenia,ARM,2021-08-30,2289.996
Armenia,ARM,2021-08-31,2346.26
Armenia,ARM,2021-09-01,2383.657
Armenia,ARM,2021-09-02,2409.6
Armenia,ARM,2021-09-03,2438.911
Armenia,ARM,2021-09-04,2477.319
Armenia,ARM,2021-09-05,2490.122
Armenia,ARM,2021-09-06,2486.079
Armenia,ARM,2021-09-07,2473.95
Armenia,ARM,2021-09-08,2477.656
Armenia,ARM,2021-09-09,2445.312
Armenia,ARM,2021-09-10,2494.838
Armenia,ARM,2021-09-11,2507.978
Armenia,ARM,2021-09-12,2531.562
Armenia,ARM,2021-09-13,2538.637
Armenia,ARM,2021-09-14,2583.447
Armenia,ARM,2021-09-15,2630.951
Armenia,ARM,2021-09-16,2674.076
Armenia,ARM,2021-09-17,2729.33
Armenia,ARM,2021-09-18,2860.726
Armenia,ARM,2021-09-19,2889.026
Armenia,ARM,2021-09-20,2923.728
Armenia,ARM,2021-09-21,2921.37
Armenia,ARM,2021-09-22,2796.038
Armenia,ARM,2021-09-23,2914.632
Armenia,ARM,2021-09-24,2994.48
Armenia,ARM,2021-09-25,3107.346
Armenia,ARM,2021-09-26,3266.369
Armenia,ARM,2021-09-27,3322.296
Armenia,ARM,2021-09-28,3361.041
Armenia,ARM,2021-09-29,3408.209
Armenia,ARM,2021-09-30,3495.132
Armenia,ARM,2021-10-01,3554.092
Armenia,ARM,2021-10-02,3601.597
Armenia,ARM,2021-10-03,3736.362
Armenia,ARM,2021-10-04,3832.382
Armenia,ARM,2021-10-05,3966.136
Armenia,ARM,2021-10-06,4263.293
Armenia,ARM,2021-10-07,4387.951
Armenia,ARM,2021-10-08,4487.677
Armenia,ARM,2021-10-09,4576.959
Armenia,ARM,2021-10-10,4653.101
Armenia,ARM,2021-10-11,4699.932
Armenia,ARM,2021-10-12,4744.068
Armenia,ARM,2021-10-13,4852.217
Armenia,ARM,2021-10-14,5043.246
Armenia,ARM,2021-10-15,5323.221
Armenia,ARM,2021-10-16,5562.765
Armenia,ARM,2021-10-17,5828.927
Armenia,ARM,2021-10-18,6019.282
Armenia,ARM,2021-10-19,6074.199
Armenia,ARM,2021-10-20,6381.126
Armenia,ARM,2021-10-21,6817.091
Armenia,ARM,2021-10-22,7135.137
Armenia,ARM,2021-10-23,7347.729
Armenia,ARM,2021-10-24,7753.035
Armenia,ARM,2021-10-25,7949.455
Armenia,ARM,2021-10-26,8156.319
Armenia,ARM,2021-10-27,8445.054
Armenia,ARM,2021-10-28,8686.957
Armenia,ARM,2021-10-29,8798.475
Asia,,2020-02-04,4.976
Asia,,2020-02-05,5.776
Asia,,2020-02-06,6.431
Asia,,2020-02-07,7.124
Asia,,2020-02-08,7.601
Asia,,2020-02-09,8.103
Asia,,2020-02-10,8.473
Asia,,2020-02-11,8.343
Asia,,2020-02-12,8.298
Asia,,2020-02-13,11.095
Asia,,2020-02-14,12.122
Asia,,2020-02-15,12.116
Asia,,2020-02-16,11.553
Asia,,2020-02-17,11.306
Asia,,2020-02-18,10.832
Asia,,2020-02-19,10.122
Asia,,2020-02-20,9.563
Asia,,2020-02-21,8.939
Asia,,2020-02-22,8.725
Asia,,2020-02-23,8.126
Asia,,2020-02-24,7.688
Asia,,2020-02-25,7.412
Asia,,2020-02-26,7.502
Asia,,2020-02-27,4.497
Asia,,2020-02-28,3.342
Asia,,2020-02-29,3.218
Asia,,2020-03-01,3.107
Asia,,2020-03-02,2.989
Asia,,2020-03-03,3.004
Asia,,2020-03-04,3.177
Asia,,2020-03-05,3.337
Asia,,2020-03-06,3.641
Asia,,2020-03-07,3.649
Asia,,2020-03-08,3.858
Asia,,2020-03-09,3.947
Asia,,2020-03-10,4.042
Asia,,2020-03-11,4.239
Asia,,2020-03-12,4.298
Asia,,2020-03-13,4.454
Asia,,2020-03-14,4.543
Asia,,2020-03-15,4.619
Asia,,2020-03-16,4.69
Asia,,2020-03-17,4.719
Asia,,2020-03-18,4.913
Asia,,2020-03-19,5.094
Asia,,2020-03-20,5.236
Asia,,2020-03-21,5.407
Asia,,2020-03-22,5.843
Asia,,2020-03-23,6.306
Asia,,2020-03-24,6.826
Asia,,2020-03-25,7.614
Asia,,2020-03-26,8.546
Asia,,2020-03-27,9.678
Asia,,2020-03-28,10.809
Asia,,2020-03-29,11.94
Asia,,2020-03-30,13.118
Asia,,2020-03-31,14.615
Asia,,2020-04-01,15.995
Asia,,2020-04-02,17.491
Asia,,2020-04-03,18.783
Asia,,2020-04-04,20.151
Asia,,2020-04-05,21.577
Asia,,2020-04-06,23.058
Asia,,2020-04-07,24.323
Asia,,2020-04-08,25.292
Asia,,2020-04-09,26.249
Asia,,2020-04-10,27.113
Asia,,2020-04-11,28.135
Asia,,2020-04-12,29.07
Asia,,2020-04-13,29.992
Asia,,2020-04-14,30.521
Asia,,2020-04-15,31.125
Asia,,2020-04-16,31.809
Asia,,2020-04-17,32.667
Asia,,2020-04-18,33.351
Asia,,2020-04-19,33.848
Asia,,2020-04-20,34.708
Asia,,2020-04-21,35.584
Asia,,2020-04-22,36.063
Asia,,2020-04-23,36.619
Asia,,2020-04-24,37.007
Asia,,2020-04-25,37.007
Asia,,2020-04-26,36.998
Asia,,2020-04-27,36.878
Asia,,2020-04-28,36.98
Asia,,2020-04-29,37.308
Asia,,2020-04-30,37.422
Asia,,2020-05-01,37.55
Asia,,2020-05-02,37.549
Asia,,2020-05-03,37.592
Asia,,2020-05-04,37.59
Asia,,2020-05-05,37.861
Asia,,2020-05-06,38.675
Asia,,2020-05-07,39.287
Asia,,2020-05-08,40.102
Asia,,2020-05-09,40.774
Asia,,2020-05-10,42.249
Asia,,2020-05-11,43.439
Asia,,2020-05-12,44.523
Asia,,2020-05-13,45.382
Asia,,2020-05-14,47.043
Asia,,2020-05-15,47.979
Asia,,2020-05-16,49.606
Asia,,2020-05-17,51.393
Asia,,2020-05-18,52.809
Asia,,2020-05-19,54.357
Asia,,2020-05-20,55.767
Asia,,2020-05-21,57.593
Asia,,2020-05-22,59.179
Asia,,2020-05-23,61.153
Asia,,2020-05-24,62.341
Asia,,2020-05-25,63.455
Asia,,2020-05-26,64.149
Asia,,2020-05-27,65.618
Asia,,2020-05-28,66.746
Asia,,2020-05-29,69.123
Asia,,2020-05-30,70.792
Asia,,2020-05-31,72.589
Asia,,2020-06-01,74.186
Asia,,2020-06-02,75.981
Asia,,2020-06-03,78.292
Asia,,2020-06-04,79.988
Asia,,2020-06-05,81.894
Asia,,2020-06-06,84.047
Asia,,2020-06-07,86.304
Asia,,2020-06-08,88.31
Asia,,2020-06-09,91.181
Asia,,2020-06-10,93.944
Asia,,2020-06-11,96.492
Asia,,2020-06-12,97.312
Asia,,2020-06-13,99.737
Asia,,2020-06-14,103.104
Asia,,2020-06-15,105.059
Asia,,2020-06-16,106.621
Asia,,2020-06-17,108.396
Asia,,2020-06-18,110.271
Asia,,2020-06-19,112.395
Asia,,2020-06-20,113.966
Asia,,2020-06-21,115.097
Asia,,2020-06-22,117.107
Asia,,2020-06-23,118.963
Asia,,2020-06-24,120.469
Asia,,2020-06-25,121.858
Asia,,2020-06-26,124.74
Asia,,2020-06-27,126.351
Asia,,2020-06-28,126.782
Asia,,2020-06-29,128.32
Asia,,2020-06-30,130.177
Asia,,2020-07-01,135.545
Asia,,2020-07-02,137.626
Asia,,2020-07-03,139.255
Asia,,2020-07-04,141.809
Asia,,2020-07-05,145.292
Asia,,2020-07-06,147.325
Asia,,2020-07-07,149.001
Asia,,2020-07-08,151.154
Asia,,2020-07-09,153.993
Asia,,2020-07-10,156.18
Asia,,2020-07-11,158.089
Asia,,2020-07-12,159.773
Asia,,2020-07-13,162.325
Asia,,2020-07-14,164.138
Asia,,2020-07-15,162.843
Asia,,2020-07-16,164.974
Asia,,2020-07-17,167.841
Asia,,2020-07-18,172.234
Asia,,2020-07-19,174.861
Asia,,2020-07-20,177.273
Asia,,2020-07-21,180.552
Asia,,2020-07-22,184.342
Asia,,2020-07-23,189.088
Asia,,2020-07-24,193.071
Asia,,2020-07-25,197.123
Asia,,2020-07-26,200.975
Asia,,2020-07-27,203.72
Asia,,2020-07-28,208.623
Asia,,2020-07-29,212.29
Asia,,2020-07-30,216.723
Asia,,2020-07-31,221.851
Asia,,2020-08-01,222.555
Asia,,2020-08-02,225.389
Asia,,2020-08-03,228.351
Asia,,2020-08-04,231.291
Asia,,2020-08-05,234.321
Asia,,2020-08-06,236.646
Asia,,2020-08-07,239.992
Asia,,2020-08-08,243.567
Asia,,2020-08-09,246.502
Asia,,2020-08-10,249.082
Asia,,2020-08-11,250.76
Asia,,2020-08-12,254.503
Asia,,2020-08-13,256.885
Asia,,2020-08-14,258.309
Asia,,2020-08-15,261.267
Asia,,2020-08-16,261.703
Asia,,2020-08-17,262.268
Asia,,2020-08-18,265.2
Asia,,2020-08-19,267.891
Asia,,2020-08-20,269.231
Asia,,2020-08-21,270.63
Asia,,2020-08-22,271.49
Asia,,2020-08-23,270.946
Asia,,2020-08-24,272.01
Asia,,2020-08-25,271.22
Asia,,2020-08-26,274.972
Asia,,2020-08-27,277.342
Asia,,2020-08-28,279.3
Asia,,2020-08-29,282.135
Asia,,2020-08-30,286.344
Asia,,2020-08-31,289.837
Asia,,2020-09-01,292.143
Asia,,2020-09-02,294.721
Asia,,2020-09-03,297.833
Asia,,2020-09-04,301.692
Asia,,2020-09-05,305.987
Asia,,2020-09-06,313.032
Asia,,2020-09-07,316.201
Asia,,2020-09-08,323.969
Asia,,2020-09-09,326.674
Asia,,2020-09-10,331.87
Asia,,2020-09-11,337.247
Asia,,2020-09-12,341.446
Asia,,2020-09-13,345.169
Asia,,2020-09-14,349.796
Asia,,2020-09-15,353.761
Asia,,2020-09-16,358.182
Asia,,2020-09-17,362.042
Asia,,2020-09-18,364.46
Asia,,2020-09-19,366.308
Asia,,2020-09-20,366.394
Asia,,2020-09-21,367.428
Asia,,2020-09-22,367.263
Asia,,2020-09-23,366.882
Asia,,2020-09-24,365.968
Asia,,2020-09-25,364.569
Asia,,2020-09-26,364.064
Asia,,2020-09-27,362.461
Asia,,2020-09-28,358.761
Asia,,2020-09-29,356.999
Asia,,2020-09-30,355.836
Asia,,2020-10-01,353.673
Asia,,2020-10-02,351.62
Asia,,2020-10-03,348.137
Asia,,2020-10-04,346.155
Asia,,2020-10-05,344.314
Asia,,2020-10-06,342.376
Asia,,2020-10-07,340.866
Asia,,2020-10-08,337.711
Asia,,2020-10-09,334.428
Asia,,2020-10-10,331.465
Asia,,2020-10-11,328.364
Asia,,2020-10-12,326.634
Asia,,2020-10-13,323.567
Asia,,2020-10-14,319.099
Asia,,2020-10-15,315.33
Asia,,2020-10-16,311.835
Asia,,2020-10-17,309.487
Asia,,2020-10-18,305.894
Asia,,2020-10-19,302.687
Asia,,2020-10-20,298.878
Asia,,2020-10-21,294.927
Asia,,2020-10-22,292.406
Asia,,2020-10-23,290.359
Asia,,2020-10-24,286.214
Asia,,2020-10-25,283.278
Asia,,2020-10-26,279.468
Asia,,2020-10-27,276.262
Asia,,2020-10-28,273.778
Asia,,2020-10-29,271.929
Asia,,2020-10-30,270.093
Asia,,2020-10-31,268.01
Asia,,2020-11-01,267.193
Asia,,2020-11-02,267.357
Asia,,2020-11-03,267.833
Asia,,2020-11-04,267.605
Asia,,2020-11-05,267.484
Asia,,2020-11-06,268.354
Asia,,2020-11-07,269.426
Asia,,2020-11-08,271.476
Asia,,2020-11-09,274.252
Asia,,2020-11-10,276.528
Asia,,2020-11-11,278.188
Asia,,2020-11-12,279.454
Asia,,2020-11-13,281.042
Asia,,2020-11-14,282.618
Asia,,2020-11-15,281.39
Asia,,2020-11-16,280.874
Asia,,2020-11-17,281.136
Asia,,2020-11-18,283.173
Asia,,2020-11-19,285.411
Asia,,2020-11-20,286.905
Asia,,2020-11-21,289.038
Asia,,2020-11-22,291.201
Asia,,2020-11-23,293.593
Asia,,2020-11-24,296.145
